,name,duration_ms,explicit,artists,album_name,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,n_beats,n_bars,processing,genre
1021,Dawk and Stubborn,170.89,False,Kyodi;Nervz,Dawk and Stubborn,0.54,0.58,5,-5.18,1.0,0.31,0.69,0.0,0.17,0.73,68.86,3.0,214.0,70.0,1.28,j-dance
1022,Satie:Je Te Veux(Arr. for Piano by David Healer) - Piano Lullaby Version,137.67,False,David Healer,Classical Piano Lullaby for Sleeping & Relaxation,0.78,0.07,0,-23.38,1.0,0.09,0.99,0.88,0.1,0.57,89.97,3.0,204.0,67.0,3.35,disney
1023,Gun Bag,161.78,True,G-Terra;Solgie Rokcstone,Gun Bag,0.76,0.8,6,-5.24,0.0,0.25,0.1,0.0,0.16,0.36,127.95,5.0,339.0,84.0,1.17,j-dance
1024,I Love Acid,259.03,False,Luke Vibert,YosepH,0.8,0.87,6,-7.93,1.0,0.05,0.01,0.52,0.21,0.86,110.41,4.0,471.0,118.0,1.17,idm
1025,Confisco - Ao Vivo - Chegou Quem Faltava,181.33,False,Charlie Brown Jr.,Chegou Quem Faltava - Versão Completa (Ao Vivo),0.5,0.97,1,-5.44,1.0,0.11,0.0,0.15,0.96,0.39,131.37,3.82,393.0,98.0,2.37,brazil
1026,Choctaw Hayride,190.87,False,Alison Krauss & Union Station,New Favorite,0.47,0.7,4,-9.01,0.0,0.03,0.1,0.97,0.36,0.77,136.81,4.0,427.0,107.0,0.92,bluegrass
1027,Valkyrie,353.52,False,Opposite Ways,Valkyrie,0.65,0.68,7,-9.37,1.0,0.04,0.01,0.56,0.11,0.04,124.98,4.0,736.0,183.0,4.07,techno
1028,Mere Dholna (Arijit Version),364.29,False,Pritam;Arijit Singh,Bhool Bhulaiyaa 2,0.68,0.92,8,-5.3,1.0,0.06,0.34,0.0,0.66,0.77,116.03,4.0,699.0,176.0,2.73,indian
1029,Music in Your Soup,155.15,False,The Dwarf Chorus,Snow White and the Seven Dwarfs (Original Motion Picture Soundtrack),0.79,0.36,5,-17.32,1.0,0.61,0.98,0.0,0.1,0.83,90.4,4.0,233.0,59.0,1.28,disney
1030,Post Punk (feat. Iggy Pop),275.97,False,The Crystal Method;Hyper;Iggy Pop,Post Punk (feat. Iggy Pop),0.51,0.92,4,-7.21,1.0,0.05,0.0,0.67,0.68,0.06,99.98,4.0,454.0,114.0,0.92,breakbeat
1031,Whistleblower,228.96,False,Roni Size;Krust,Past & Present,0.56,0.91,3,-5.59,1.0,0.06,0.0,0.87,0.69,0.27,173.99,4.0,645.0,162.0,1.74,breakbeat
1032,Flower Shop,186.18,False,Trigober,Flower Shop,0.87,0.31,8,-13.76,1.0,0.36,0.28,0.88,0.06,0.68,136.0,4.0,419.0,105.0,2.73,study
1033,Agora É Minha Vez,174.89,False,Kara Veia,A Cara Metade das Vaquejadas,0.78,0.77,7,-4.63,1.0,0.1,0.3,0.0,0.06,0.93,88.06,4.0,255.0,63.0,4.07,forro
1034,For You Marlene,263.76,False,Rexanthony,Technoshock Eight,0.69,0.99,0,-5.6,1.0,0.13,0.0,0.71,0.3,0.04,148.75,4.0,642.0,160.0,3.35,happy
1035,ヒューリスティック・シティ(Album Mastering),281.62,False,Philosophy no Dance,エクセルシオール,0.73,0.72,6,-8.41,1.0,0.06,0.23,0.0,0.1,0.78,114.01,4.0,524.0,131.0,1.17,j-idol
1036,"Ali In Gabbia, Occhi Selvaggi - Live",186.79,False,Lola Ponce;Giò Di Tonno;Richard Cocciante,Notre Dame de Paris - Live Arena Di Verona 2002 (Italian version - Opera in due atti dall'omonimo romanzo di Victor Hugo),0.55,0.31,0,-12.7,0.0,0.03,0.61,0.0,0.38,0.06,105.06,4.0,327.0,81.0,3.35,spanish
1037,You Can't Outrun the Devil,353.84,False,King Stephen,Bloody Night Fever,0.25,0.99,7,-2.72,1.0,0.54,0.0,0.85,0.27,0.11,185.04,4.0,1073.0,270.0,4.07,techno
1038,Fire Wire - Club Mix,448.33,False,Cosmic Gate,F15teen Years of Goodgreef (The Anthems Collected),0.79,0.96,1,-8.95,0.0,0.2,0.0,0.76,0.09,0.04,138.0,4.0,1023.0,258.0,2.37,techno
1039,Wo noch niemand war - Instrumental,196.5,False,Kristen Anderson-Lopez;Robert Lopez,Die Eiskönigin 2 (Deutscher Original Film-Soundtrack/Deluxe Edition),0.34,0.49,1,-10.48,1.0,0.05,0.86,0.88,0.09,0.12,109.38,4.0,488.0,162.0,2.37,disney
1040,U.S.S.R.,266.53,False,Mr. Fingers,Introduction,0.74,0.51,4,-13.7,0.0,0.05,0.0,0.91,0.05,0.96,120.02,4.0,528.0,131.0,0.92,chicago-house
1041,Magical Babyrinth,208.92,False,DA PUMP,Magical Babyrinth,0.67,0.99,7,-1.38,1.0,0.14,0.12,0.0,0.25,0.62,138.96,4.0,468.0,117.0,4.07,j-dance
1042,Darkness Falls,290.4,False,Craft,White Noise and Black Metal,0.11,0.99,8,-5.61,1.0,0.1,0.0,0.27,0.34,0.19,181.56,3.0,771.0,256.0,2.73,black-metal
1043,Ahogado,133.47,False,Cyclo,Ahogado,0.62,0.64,11,-10.54,0.0,0.08,0.74,0.0,0.11,0.61,149.8,3.0,313.0,104.0,0.75,spanish
1044,"Track, Crush & Prevail",244.24,False,Deathstars,The Perfect Cult,0.62,0.97,7,-3.67,1.0,0.05,0.0,0.36,0.16,0.58,107.02,4.0,433.0,108.0,4.07,industrial
1045,Another Day - Extended Mix,280.04,False,Charly Lownoise;Re-Style,Another Day,0.42,0.93,8,-5.16,1.0,0.04,0.0,0.33,0.24,0.14,170.02,4.0,778.0,194.0,2.73,happy
1046,You Are Life - Live,203.43,False,Hillsong Worship;Matt Crocker,There Is More,0.56,0.86,0,-6.5,1.0,0.04,0.01,0.0,0.72,0.27,114.99,4.0,388.0,96.0,3.35,forro
1047,スローモーション (from 「BEST AKINA メモワール」),247.15,False,Akina Nakamori,BEST AKINA メモワール,0.58,0.71,6,-4.32,0.0,0.04,0.47,0.0,0.34,0.53,130.2,4.0,516.0,128.0,1.17,j-idol
1048,The Breaks (Original Mix) - Extended Mix,341.27,False,The Prophet,The Hardcore Archive Part 3 (1997),0.5,0.94,11,-2.9,0.0,0.1,0.0,0.36,0.77,0.05,179.98,4.0,1024.0,257.0,0.75,happy
1049,Truck Drivin' Man - Original Federal Recordings,149.19,False,Jimmy Martin,Best Of The Best (Original Federal Recordings),0.61,0.52,7,-10.16,1.0,0.03,0.16,0.0,0.13,0.85,106.64,4.0,255.0,62.0,4.07,bluegrass
1050,Bedtime Baby,106.94,False,Sound Library XL,Rain Sleep,0.11,0.0,7,-19.82,1.0,0.16,0.0,0.79,0.35,0.01,79.52,4.0,135.0,33.0,4.07,sleep
1051,Africa Irie,342.01,False,Chief Checker,Nigeria 70 - Lagos Jump,0.74,0.59,9,-8.1,0.0,0.16,0.03,0.27,0.09,0.86,131.98,4.0,749.0,186.0,1.34,afrobeat
1052,Kaiso Noir (Bonus Track),240.46,False,Bacao Rhythm & Steel Band,Expansions,0.82,0.62,4,-8.17,1.0,0.05,0.02,0.82,0.14,0.96,119.88,4.0,468.0,119.0,0.92,afrobeat
1053,Não Há Barreiras - Ao Vivo,264.16,False,Eli Soares;Álvaro Tito,Memórias 2 (Ao Vivo),0.56,0.53,9,-9.09,1.0,0.06,0.52,0.0,0.72,0.72,139.97,4.0,612.0,155.0,1.34,brazil
1054,Drop The Pressure - Chosen Few Cut,143.65,False,DJ Buzz Fuzz,Happy Hardcore Top 100,0.61,0.99,2,-7.32,1.0,0.12,0.02,0.51,0.36,0.29,180.48,4.0,431.0,107.0,3.7,happy
1055,Khush to Hai Na,191.02,False,Osho Jain,Khush to Hai Na,0.81,0.1,0,-15.13,1.0,0.04,0.97,0.0,0.09,0.46,147.13,4.0,457.0,113.0,3.35,indian
1056,Goodnight Vienna,231.41,False,LFO,Advance,0.16,0.23,9,-17.28,1.0,0.04,0.32,0.88,0.11,0.04,82.71,4.0,319.0,81.0,1.34,idm
1057,Antonio's Voice,134.79,False,Germaine Franco,Encanto (Original Motion Picture Soundtrack),0.42,0.32,7,-11.36,1.0,0.06,0.5,0.6,0.11,0.21,108.06,4.0,234.0,58.0,4.07,disney
1058,Money Over War,174.55,False,Laden,Reggae Gold 2009,0.69,0.71,1,-6.74,0.0,0.32,0.21,0.0,0.78,0.64,144.81,4.03,419.0,104.0,2.37,j-dance
1059,Consagração / Louvor ao Rei,381.32,False,Aline Barros,Consagração,0.52,0.51,9,-9.12,1.0,0.03,0.42,0.0,0.08,0.32,119.99,4.0,756.0,189.0,1.34,brazil
1060,Oneness,181.37,False,Teielte,Oneness,0.74,0.66,1,-8.83,1.0,0.05,0.01,0.88,0.08,0.33,140.02,4.0,400.0,100.0,2.37,idm
1061,魚,300.19,False,Cheer Chen,太陽,0.5,0.38,7,-7.75,1.0,0.03,0.84,0.0,0.08,0.26,137.75,4.0,664.0,167.0,4.07,mandopop
1062,Devils,158.72,False,Fedde Le Grand;Vince Freeman,"Anímate, es viernes",0.69,0.81,6,-5.28,1.0,0.04,0.07,0.0,0.12,0.23,121.99,3.97,316.0,78.0,1.17,chicago-house
1063,Don’t Think.Feel,226.17,False,UVERworld,THE ONE,0.55,0.95,4,-3.6,1.0,0.15,0.0,0.0,0.25,0.59,97.48,4.0,360.0,91.0,0.92,j-idol
1064,Deixa Eu Te Usar - Ao Vivo,277.84,False,Sarah Farias,Vivendo a Novidade (Ao Vivo),0.2,0.63,9,-5.64,1.0,0.04,0.2,0.0,0.36,0.28,53.35,4.0,379.0,94.0,1.34,brazil
1065,feed your anger,289.99,False,Combichrist,Everybody Hates You,0.59,0.99,4,-7.55,0.0,0.06,0.09,0.12,0.32,0.25,110.0,4.0,519.0,129.0,0.92,industrial
1066,Seebe Sorkh,622.94,False,Sabke Morde,PeeranSal,0.26,0.81,4,-5.93,1.0,0.08,0.03,0.01,0.12,0.11,180.69,3.0,1744.0,581.0,0.92,iranian
1067,Pick Pocket,338.27,False,Prolix,Over You / Pick Pocket,0.49,0.98,7,-2.49,1.0,0.11,0.0,0.88,0.08,0.57,174.01,4.0,958.0,238.0,4.07,industrial
1068,We're Gonna Blow Your Mind - Remastered,352.69,False,Rotterdam Terror Corps,Sick & Twisted RMSTR,0.68,0.67,9,-6.82,0.0,0.1,0.0,0.47,0.11,0.59,157.91,4.14,921.0,232.0,1.34,happy
1069,Diablo,164.67,False,Beret;Estopa,Diablo,0.54,0.87,1,-2.87,1.0,0.05,0.05,0.0,0.2,0.56,134.98,3.0,354.0,118.0,2.37,spanish
1070,Power Blast,186.32,False,Luke Vibert,Luke Vibert presents Rave Hop,0.74,0.9,8,-2.4,0.0,0.05,0.0,0.89,0.04,0.89,104.0,3.91,322.0,81.0,2.73,idm
1071,Warm Blanket - Music Box,165.0,False,Baby Lullaby,Soft Pillow (lullabies for children and adults),0.41,0.07,5,-19.45,1.0,0.05,0.84,0.87,0.2,0.41,97.2,4.0,271.0,67.0,1.28,sleep
1072,Renge Parichehro Parizad (Darvish Khan),134.67,False,Martin Shamoonpour,8 Bit,0.33,0.7,7,-6.74,1.0,0.09,0.46,0.2,0.18,0.49,156.28,3.0,329.0,108.0,4.07,iranian
1073,The Cross,196.85,False,Samael,Aeonics - An Anthology,0.47,0.96,2,-5.41,0.0,0.06,0.01,0.0,0.24,0.4,84.0,4.0,275.0,70.0,3.7,black-metal
1074,For Unto Us a Child Is Born (Remastered 2014),224.83,False,Traditional;London Philharmonic Orchestra;The London Philharmonic Chorus,"Classical Christmas, Vol. 1",0.31,0.32,4,-13.07,1.0,0.05,0.95,0.0,0.63,0.24,96.36,4.0,430.0,107.0,0.92,sleep
1075,The Odyssey,176.67,False,Orgy,Vapor Transmission,0.47,0.99,5,-3.44,0.0,0.16,0.0,0.0,0.24,0.39,174.82,4.0,510.0,128.0,1.28,industrial
1076,Isshin Doutai,198.25,False,Kyary Pamyu Pamyu,Isshin Doutai,0.73,0.91,7,-3.58,1.0,0.04,0.01,0.0,0.05,0.81,135.0,4.0,436.0,108.0,4.07,j-idol
1077,Oda al Verso,355.76,False,Subze;Lom-C;Blon;Shé,Sadcore,0.68,0.74,8,-8.54,1.0,0.37,0.73,0.0,0.09,0.73,84.73,4.0,499.0,126.0,2.73,spanish
1078,Leraine,464.75,False,Kettel;Secede,Tryshasla,0.57,0.62,8,-10.01,1.0,0.04,0.07,0.92,0.11,0.09,134.99,4.08,1040.0,260.0,2.73,idm
1079,Up Deh,148.05,True,Bounty Killer,Up Deh,0.56,0.88,7,-6.72,1.0,0.35,0.17,0.0,0.26,0.89,83.25,3.0,204.0,68.0,4.07,j-dance
1080,Chapter of the Death,62.0,False,Najand,Anarcho-Nihilist 13,0.38,0.98,2,-3.71,0.0,0.11,0.09,0.69,0.1,0.04,124.29,3.8,120.0,29.0,3.7,iranian
1081,ショービズ (Live at 日本武道館 2022.5.15),233.84,False,Momoiro Clover Z,"MOMOIRO CLOVER Z 6th ALBUM TOUR “祝典""(Live at 日本武道館 2022.5.15)",0.77,0.94,8,-3.04,1.0,0.09,0.65,0.0,0.78,0.52,125.06,4.0,486.0,121.0,2.73,j-idol
1082,醉梦前尘,271.64,False,林志炫,魔道祖师动画原声带,0.47,0.49,8,-9.84,0.0,0.05,0.19,0.0,0.14,0.25,80.0,4.0,352.0,88.0,2.73,mandopop
1083,Our Singapore - NDP 2019 Theme Song,240.42,False,Stefanie Sun;JJ Lin;Aisyah Aziz;The Sam Willows;Taufik Batisah;Shabir Sulthan;Kit Chan;Dick Lee;Brian Richmond;Pan Xiu Qiong;Tracy Huang;Rahimah Rahim;Louis Soliano;Jacintha Abisheganaden;Ramli Sarip;Sheikh Haikel;The Lion City Boy;ShiGGa Shay;Yung Raja;Fariz Jabba;Wheelsmith;Syah Riszuan;Nurjannah Qurratul’ Farhaien;Caitlin Tan;Heema Izzati Zainudin;Jordin Tan,Our Singapore 2019,0.43,0.26,2,-15.31,1.0,0.06,0.8,0.0,0.33,0.29,104.08,4.0,370.0,93.0,3.7,mandopop
1084,Ostatnie tchnienie Nosferatu,250.33,True,Truchło Strzygi,Gwiezdny Demon,0.34,0.92,6,-4.79,1.0,0.05,0.0,0.01,0.28,0.28,132.48,4.0,553.0,140.0,1.17,black-metal
1085,"最好的幸運 (電視劇《暖暖, 請多指教》插曲)",235.53,False,李凱馨,"最好的幸運 (電視劇《暖暖, 請多指教》插曲)",0.52,0.48,11,-8.05,1.0,0.03,0.48,0.0,0.11,0.38,143.93,4.0,547.0,137.0,0.75,mandopop
1086,Tomei Vergonha,161.62,False,Unha Pintada,Tomei Vergonha,0.75,0.67,9,-4.86,1.0,0.05,0.58,0.0,0.09,0.63,137.15,4.0,360.0,89.0,1.34,forro
1087,Sector,161.89,False,Noisecream,"Robocream (Original Roboquest Soundtrack), Pt. 2",0.59,0.94,5,-3.89,0.0,0.17,0.0,0.83,0.36,0.37,171.96,4.0,461.0,114.0,1.28,techno
1088,Eternidad,371.0,False,Agua Mantra,"Salida del Sol: Poder del Cerebro, Musica para Reiki, Música Relajante para Yoga y Meditación",0.16,0.15,0,-23.2,1.0,0.04,0.97,0.26,0.23,0.06,93.78,1.0,603.0,151.0,3.35,mandopop
1089,Easing Peal,120.0,False,Meditation Rain Sounds;Massage Tribe;Perfect Meditation;Relaxing Water Sounds,Angelic Hail Atmosphere,0.48,1.0,4,-18.34,1.0,0.06,0.93,0.81,0.95,0.01,120.38,3.8,240.0,59.0,0.92,sleep
1090,Musica Alegre,288.73,False,Buyepongo,Túmbalo,0.79,0.74,2,-5.01,1.0,0.09,0.27,0.0,0.07,0.87,126.03,4.14,597.0,149.0,3.7,afrobeat
1091,Burning Under the Snow,300.23,False,Saeed Dehghan;Safir,Halabi Abad,0.48,0.86,1,-7.42,0.0,0.26,0.24,0.0,0.11,0.36,128.12,4.0,614.0,155.0,2.37,iranian
1092,Quando Eu Te Pegar - Ao Vivo No Casa Filtr,150.87,False,Zé Vaqueiro;Dilsinho,Casa Filtr - Segunda Edição (Ao Vivo),0.72,0.91,5,-3.47,1.0,0.05,0.32,0.0,0.08,0.86,159.98,4.0,393.0,101.0,1.28,forro
1093,A Letter to Seymour,134.57,False,Greensky Bluegrass,If Sorrows Swim,0.41,0.63,11,-5.72,1.0,0.05,0.45,0.08,0.08,0.74,177.33,4.0,385.0,95.0,0.75,bluegrass
1094,Chica de ayer,208.03,False,Nacha Pop,Nacha Pop,0.67,0.85,7,-4.34,1.0,0.03,0.06,0.0,0.07,0.68,127.3,4.0,428.0,106.0,4.07,spanish
1095,Whap Whap (feat. Fivio Foreign & French Montana),161.5,True,Skillibeng;Fivio Foreign;French Montana,Whap Whap (feat. Fivio Foreign & French Montana),0.95,0.82,6,-5.28,0.0,0.27,0.38,0.0,0.09,0.73,106.98,4.0,284.0,70.0,1.17,j-dance
1096,God's Great Dance Floor - Live,431.38,False,Passion;Chris Tomlin,Passion: Let The Future Begin,0.52,0.96,10,-4.71,1.0,0.07,0.0,0.0,0.22,0.19,127.98,4.12,918.0,228.0,0.76,indian
1097,Children Of The Night - QFX RMX I,246.8,False,Nakatomi;QFX,Children Of The Night,0.67,0.92,11,-4.03,0.0,0.12,0.0,0.0,0.39,0.63,171.37,4.0,696.0,173.0,0.75,happy
1098,Vampiregirl,191.79,False,9mm Parabellum Bullet,TOKYO - HALLOWEEN -,0.38,0.93,11,-3.7,0.0,0.11,0.0,0.01,0.32,0.6,159.83,4.0,496.0,123.0,0.75,j-dance
1099,Music's Underground,419.76,False,DJ Sneak;Demuir,Untouchable Funk EP,0.74,0.9,6,-8.98,1.0,0.04,0.0,0.54,0.58,0.67,127.99,4.0,891.0,224.0,1.17,chicago-house
1100,Bora! Bora! Bora!,192.0,False,Scooter,Bora! Bora! Bora!,0.66,0.93,9,-5.65,0.0,0.04,0.05,0.73,0.78,0.6,139.93,4.0,443.0,110.0,1.34,techno
1101,Sinking,408.0,False,Idlefon,Submarine,0.3,0.2,11,-15.23,0.0,0.04,0.94,0.91,0.07,0.03,119.96,3.87,676.0,168.0,0.75,iranian
1102,Cosas de la Vida 1.5,323.7,False,Porta,Equilibrio,0.5,0.95,8,-4.72,1.0,0.32,0.55,0.0,0.1,0.59,86.16,4.0,479.0,119.0,2.73,spanish
1103,Intro (The Demolition Man),49.44,False,Dither,Tools of Demolition,0.28,0.56,0,-16.15,1.0,0.08,0.39,0.84,0.62,0.2,78.1,3.0,61.0,19.0,3.35,idm
1104,Utrus Horas,523.45,False,Orchestra Baobab,Pirates Choice,0.72,0.27,2,-15.38,1.0,0.04,0.83,0.0,0.3,0.62,86.73,4.0,751.0,187.0,3.7,afrobeat
1105,Pure,236.0,False,Anenon,Tongue,0.25,0.54,7,-14.76,1.0,0.08,0.26,0.89,0.4,0.29,99.96,4.0,400.0,100.0,4.07,idm
1106,1996 - Radio Edit,210.1,False,Dj Mad Dog,Till I Die Vol.1,0.45,1.0,7,-0.87,1.0,0.11,0.14,0.03,0.36,0.29,174.05,4.0,595.0,148.0,4.07,happy
1107,Verhuizen,162.89,False,Kinderen voor Kinderen,39 - Kom erbij!,0.72,0.59,1,-5.32,0.0,0.12,0.35,0.0,0.07,0.85,147.02,4.0,385.0,95.0,2.37,disney
1108,Truth of Life,330.91,False,Angband,Visions of the Seeker,0.43,0.94,0,-5.74,1.0,0.13,0.0,0.01,0.28,0.35,152.0,4.0,836.0,209.0,3.35,iranian
1109,ありのままで,229.59,False,SHIKI THEATRE COMPANY,ディズニー 『アナと雪の女王』 ミュージカル <劇団四季> (オリジナル・サウンドトラック),0.49,0.5,7,-7.18,1.0,0.04,0.48,0.0,0.39,0.18,136.95,4.0,510.0,127.0,4.07,disney
1110,River Runs Red,240.73,False,The Steeldrivers,The Muscle Shoals Recordings,0.3,0.31,7,-10.36,1.0,0.03,0.53,0.0,0.12,0.33,149.96,3.0,544.0,181.0,4.07,bluegrass
1111,Ajka Bajka,133.59,False,Ewa Konstancja Bułhak,Bambukalambu,0.45,0.1,10,-14.27,1.0,0.03,0.92,0.0,0.12,0.46,174.04,3.0,365.0,122.0,0.76,disney
1112,Fadeless Love,270.28,False,Flower,Flower,0.65,0.9,1,-4.04,1.0,0.04,0.01,0.03,0.27,0.42,100.0,4.0,440.0,109.0,2.37,j-idol
1113,Ons,193.24,False,Huma,Ons,0.11,0.02,0,-32.34,1.0,0.04,0.96,0.94,0.09,0.05,76.15,3.0,241.0,80.0,3.35,sleep
1114,Absence of Reason,257.36,False,Greensky Bluegrass,Stress Dreams,0.58,0.59,2,-11.74,1.0,0.03,0.34,0.34,0.29,0.58,100.43,4.0,426.0,105.0,3.7,bluegrass
1115,Infinite Bookends,246.22,False,Ochre,Isolette,0.6,0.54,11,-11.37,0.0,0.04,0.22,0.9,0.13,0.11,81.0,4.0,330.0,82.0,0.75,idm
1116,Poison Trash,197.22,True,Midnight,Sweet Death and Ecstasy,0.11,0.98,8,-3.35,1.0,0.09,0.0,0.0,0.1,0.18,169.43,4.0,551.0,139.0,2.73,black-metal
1117,Long Before Winter's Call,227.62,False,Unleashed,Gods of Death Metal,0.37,0.99,7,-4.46,1.0,0.13,0.0,0.01,0.13,0.04,103.05,4.0,386.0,96.0,4.07,black-metal
1118,Under the Altar,90.96,False,Witchery,Nightside,0.33,0.74,9,-7.09,1.0,0.05,0.0,0.76,0.43,0.27,96.81,3.0,140.0,46.0,1.34,black-metal
1119,Make Up Break Up,188.15,True,Vybz Kartel,Reggae Love Songs (Raw),0.44,0.88,8,-1.62,1.0,0.21,0.16,0.0,0.1,0.59,82.17,4.0,253.0,63.0,2.73,j-dance
1120,Under Vibes,167.31,True,Tommy Lee Sparta;Dinesty King,Under Vibes,0.82,0.85,1,-3.93,1.0,0.07,0.02,0.0,0.09,0.51,104.05,4.0,289.0,71.0,2.37,j-dance
1121,Traditional: There Is No Rose Of Swych Vertu,295.68,False,Traditional;Gabrieli;Paul McCreesh,Klassische Weihnachtsmusik,0.14,0.01,7,-38.93,1.0,0.05,0.98,0.05,0.09,0.04,73.06,3.0,349.0,115.0,4.07,sleep
1122,Why I Love You - Main Mix,499.48,False,DJ Sneak,Why I Love You,0.8,0.91,0,-8.8,1.0,0.05,0.0,0.81,0.08,0.64,125.02,4.0,1032.0,257.0,3.35,chicago-house
1123,NEMO!,127.62,True,JPEGMAFIA,LP!,0.8,0.56,1,-5.41,1.0,0.4,0.27,0.0,0.25,0.23,130.61,4.0,276.0,67.0,2.37,industrial
1124,乗り遅れたバス,269.28,False,Keyakizaka46,真っ白なものは汚したくなる (Complete Edition),0.7,0.9,1,-3.63,0.0,0.05,0.17,0.0,0.06,0.67,112.03,4.03,493.0,123.0,2.37,j-idol
1125,Canciones de Amor a Ti,198.95,False,Rigoberta Bandini,La Emperatriz,0.68,0.76,0,-6.06,1.0,0.14,0.15,0.02,0.1,0.68,144.88,4.08,478.0,119.0,3.35,spanish
1126,單車,211.25,False,Eason Chan,Shall We Dance? Shall We Talk!,0.64,0.35,7,-10.59,1.0,0.03,0.75,0.0,0.07,0.31,130.07,4.03,446.0,110.0,4.07,mandopop
1127,Fiddle Tune Medley: Big Sciota / Acorn Hill / Anna Livia,212.73,False,Scott Nygaard,No Hurry,0.44,0.58,7,-12.99,1.0,0.03,0.79,0.96,0.12,0.83,133.09,4.0,460.0,114.0,4.07,bluegrass
1128,DYSYLM,176.05,False,Gammer;Darren Styles,DYSYLM,0.53,0.88,7,-3.93,0.0,0.22,0.01,0.2,0.17,0.38,169.96,4.09,495.0,124.0,4.07,techno
1129,Mais do que imaginei,264.16,False,Catedral,Mais do Que Imaginei,0.57,0.48,0,-11.23,1.0,0.03,0.26,0.1,0.1,0.35,129.99,3.93,567.0,142.0,3.35,brazil
1130,脳内戦争,184.01,False,PASSEPIED,ONOMIMONO,0.43,0.94,4,-2.5,1.0,0.13,0.03,0.56,0.11,0.44,187.99,4.0,565.0,141.0,0.92,j-idol
1131,Mere Bina - Unplugged,294.76,False,Pritam;KK,Crook (Original Motion Picture Soundtrack),0.4,0.73,2,-4.02,1.0,0.09,0.59,0.0,0.38,0.47,77.56,4.0,372.0,92.0,3.7,indian
1132,回頭看看我,221.48,False,Feng Ze;采子,回頭看看我,0.64,0.62,3,-6.81,1.0,0.03,0.7,0.0,0.16,0.37,115.06,4.0,418.0,105.0,1.74,mandopop
1133,And It Goes Like,319.24,False,Vitalic,ASW is Live EP4,0.6,0.82,8,-8.15,1.0,0.04,0.0,0.86,0.1,0.06,134.6,4.0,704.0,176.0,2.73,techno
1134,"Sorry, Jorge",126.52,False,Jobii,Flakes,0.82,0.3,2,-7.64,1.0,0.05,0.5,0.86,0.11,0.22,91.99,3.0,191.0,63.0,3.7,study
1135,Plastic Woman,205.52,False,Los Amigos Invisibles,Commercial,0.88,0.68,0,-6.26,1.0,0.06,0.03,0.0,0.21,0.93,115.03,4.0,394.0,100.0,3.35,afrobeat
1136,Grey Sky,254.61,False,Donbor,Magnatron 2.0,0.6,0.86,2,-6.6,1.0,0.04,0.01,0.0,0.1,0.18,114.95,3.95,487.0,122.0,3.7,techno
1137,On The Beach - Kryder Remix,173.84,False,York;Kryder,On The Beach (Kryder Remix),0.56,0.9,1,-6.02,1.0,0.03,0.01,0.8,0.16,0.11,123.99,4.0,356.0,89.0,2.37,techno
1138,Cherry Blue Boo,157.67,False,Freescha,Kids Fill the Floor,0.59,0.51,1,-13.4,1.0,0.03,0.05,0.71,0.11,0.36,84.99,4.0,216.0,53.0,2.37,idm
1139,180 Gram,148.16,False,Dusty Decks,180 Gram,0.62,0.34,6,-13.35,0.0,0.08,0.91,0.85,0.25,0.18,67.0,4.0,164.0,41.0,1.17,study
1140,Soundboy - Riddim Punks Dub Remix,268.8,False,Dub Pistols;Cheshire Cat;Riddim Punks,Addict - the Remixes (Vol 2),0.76,0.92,6,-2.52,0.0,0.05,0.04,0.87,0.13,0.49,87.51,4.0,384.0,95.0,1.17,breakbeat
1141,陰天,242.29,False,Karen Mok,你可以,0.72,0.53,10,-8.93,1.0,0.04,0.56,0.0,0.16,0.27,133.97,4.0,534.0,134.0,0.76,mandopop
1142,Love Me Now,318.53,False,Beenie Man;Wyclef Jean,Art And Life,0.68,0.88,1,-5.03,1.0,0.1,0.0,0.0,0.14,0.46,99.76,4.0,525.0,132.0,2.37,j-dance
1143,Wonderjoy,165.36,False,Felix Da Housecat,Wonderjoy,0.64,0.74,2,-7.45,1.0,0.03,0.01,0.0,0.12,0.53,122.98,4.0,337.0,84.0,3.7,chicago-house
1144,Carbidsjitte,191.72,False,De Doelleazen;Johannes Rypma,Carbidsjitte,0.56,0.94,0,-2.17,1.0,0.06,0.01,0.0,0.05,0.72,176.99,4.0,552.0,137.0,3.35,happy
1145,Fool's Paradise - Joris Voorn Remix,285.0,False,Mees Salomé;Joris Voorn;Celine Cairo,Fool's Paradise (Joris Voorn Remix),0.71,0.68,0,-6.94,0.0,0.06,0.0,0.77,0.08,0.2,123.99,4.0,576.0,143.0,3.35,techno
1146,ガラスの林檎(SEIKO STORY〜80's HITS COLLECTION〜),238.89,False,Seiko Matsuda,SEIKO STORY〜80's HITS COLLECTION〜,0.63,0.53,5,-6.86,1.0,0.02,0.63,0.0,0.06,0.24,93.36,4.0,350.0,86.0,1.28,j-idol
1147,愛愛愛,215.25,False,Khalil Fong,愛愛愛,0.47,0.46,9,-7.35,1.0,0.04,0.4,0.0,0.09,0.35,66.37,4.0,230.0,58.0,1.34,mandopop
1148,Lúcido e Louco,220.93,False,João Gustavo e Murilo,Intro,0.44,0.66,5,-3.98,1.0,0.06,0.38,0.0,0.25,0.41,101.81,4.0,336.0,83.0,1.28,forro
