,name,duration_ms,explicit,popularity,artists,album_name,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,n_beats,n_bars,popularity_confidence,processing,genre,genres_val,explicit_val
2529,CUFF IT,225.388,True,88,Beyoncé,RENAISSANCE,0.78,0.689,7,-5.668,1.0,0.141,0.0368,9.69e-06,0.0698,0.642,115.042,4.111111111111111,432.0,107.0,0.513335035992966,4.067085953878407,breakbeat,4,1
2530,Phantom Funeral,312.24,False,17,Desaster,The Arts of Destruction,0.116,0.994,8,-4.908,1.0,0.167,6e-06,0.0255,0.416,0.0383,163.551,4.0,770.0,192.0,0.5153262748987765,2.7259036144578315,black-metal,1,0
2531,GET UP,190.312,False,41,Tokyo Machine;Guy Arthur,GET UP,0.776,0.934,1,-4.133,1.0,0.159,0.00717,0.168,0.32,0.619,127.979,4.0,404.0,100.0,0.342,2.36741214057508,j-dance,13,0
2532,原宿いやほい,221.25,False,25,Kyary Pamyu Pamyu,原宿いやほい,0.662,0.975,7,-0.544,1.0,0.0318,0.063,0.0111,0.148,0.806,127.995,4.0,458.0,113.0,0.5213772967274474,4.067085953878407,j-idol,14,0
2533,Styles,214.967,False,12,Luke Vibert,Luke Vibert presents Rave Hop,0.859,0.777,3,-3.168,1.0,0.0384,0.0553,0.012,0.673,0.967,97.995,4.0,348.0,86.0,0.4800021573013855,1.7389162561576357,idm,9,0
2534,Sácale brillo a una pena,252.413,False,36,Mägo de Oz,"Hechizos, pócimas y brujería",0.578,0.918,7,-3.663,0.0,0.0333,0.00769,6.2e-05,0.333,0.683,119.955,4.0,496.0,123.0,0.5027649485624365,4.067085953878407,spanish,17,0
2535,月亮代表誰的心,204.986,False,46,David Tao,黑色柳丁,0.622,0.421,1,-7.113,1.0,0.0371,0.179,2.04e-06,0.196,0.513,169.92,4.0,561.0,140.0,0.4739603238219777,2.36741214057508,mandopop,15,0
2536,ファンタスティックパレード,244.066,False,23,Yume Miru Adolescence,5(Speical Edition),0.518,0.979,10,-1.109,0.0,0.139,0.0635,4.73e-06,0.286,0.671,164.989,4.0,658.0,165.0,0.523720608584449,0.7573891625615764,j-idol,14,0
2537,Quero Sentir de Novo - Ao Vivo,134.453,False,35,Raí Saia Rodada;Breno & Caio Cesar,Raí Saia Rodada - Saia Paradise - Áudio DVD,0.596,0.93,2,-3.745,1.0,0.068,0.722,0.0,0.165,0.875,160.193,4.0,356.0,90.0,0.046,3.70048309178744,forro,7,0
2538,Coragem,268.181,False,16,Samuca e a Selva,Coragem,0.802,0.644,9,-6.115,0.0,0.0511,0.0866,2.38e-06,0.529,0.813,124.029,4.0,547.0,137.0,0.48645768553367863,1.343558282208589,afrobeat,0,0
2539,Bell Buoy,256.36,False,10,Nobukazu Takemura,Songbook,0.549,0.466,1,-14.512,0.0,0.0282,0.0572,0.858,0.214,0.374,111.91,4.0,476.0,119.0,0.605,2.36741214057508,idm,9,0
2540,Chhukar Mere Man Ko - Unwind Instrumental,214.28,False,44,Jitendra Thankur;Shomu Seal,Relax with Bollywood Instrumentals,0.711,0.353,5,-12.572,1.0,0.0276,0.861,0.863,0.104,0.357,120.022,4.0,416.0,104.0,0.5043871259978601,1.2793053545586106,indian,10,0
2541,Cumbia Elemental,250.2,False,23,Subhira,Transubhiriano Americano,0.555,0.623,2,-7.464,1.0,0.0916,0.258,8.17e-05,0.259,0.464,90.922,4.0,380.0,96.0,0.4856463847497663,3.70048309178744,afrobeat,0,0
2542,Oh Well,225.706,False,27,Snake River Conspiracy,Sonic Jihad,0.566,0.97,5,-4.129,1.0,0.0841,0.00106,0.553,0.289,0.56,93.005,4.0,346.0,86.0,0.5039298218669267,1.2793053545586106,industrial,11,0
2544,Ov My Herculean Exile,283.791,True,40,Behemoth,Opvs Contra Natvram,0.411,0.937,4,-5.001,0.0,0.0571,1.94e-05,0.0245,0.153,0.225,110.972,3.0,503.0,167.0,0.4685131964615155,0.916010498687664,black-metal,1,1
2545,What It Is,237.106,False,14,Freddy Fresh,Badder Badder Schwing,0.753,0.685,9,-9.502,0.0,0.0376,0.00376,0.812,0.087,0.884,127.886,4.0,503.0,125.0,0.4954529863726175,1.343558282208589,breakbeat,4,0
2546,Your Love Is Like A Flower,180.333,False,26,The Bluegrass Album Band,"The Bluegrass Album, Vol. 2",0.495,0.537,11,-11.941,1.0,0.0321,0.423,0.00335,0.3,0.944,128.607,4.0,374.0,93.0,0.47166056030612563,0.7481162540365985,bluegrass,2,0
2547,Art,281.4,False,25,Taproot,Welcome,0.582,0.804,0,-4.905,1.0,0.0532,0.000985,0.109,0.0957,0.266,120.225,3.0,560.0,186.0,0.46787034457814436,3.349056603773585,industrial,11,0
2548,Lights (feat. DJ Trashy),403.565,False,18,Tony Faline,"The Funk, Vol. 4",0.771,0.455,0,-6.997,1.0,0.0602,0.000443,0.217,0.0513,0.0497,134.964,4.0,896.0,223.0,0.933,3.349056603773585,breakbeat,4,0
2549,Bentley's Gonna Sort You Out,307.4,False,44,Bentley Rhythm Ace,BRA,0.7,0.935,10,-8.774,0.0,0.0408,0.0456,0.831,0.347,0.811,103.984,4.0,524.0,133.0,0.5070243578985235,0.7573891625615764,breakbeat,4,0
2550,País da Fome: Homens Animais,367.799,True,47,Sabotage;DJ Cia,Sabotage,0.649,0.748,6,-7.203,1.0,0.313,0.661,0.0,0.172,0.833,82.834,4.0,505.0,126.0,0.5517159633476593,1.1709531013615733,brazil,3,1
2552,Feeling Like Reviving Again,326.849,False,0,Tension Prophecy,Asylum of Humanity,0.155,0.841,10,-4.726,0.0,0.0526,0.000911,0.862,0.0676,0.173,88.524,4.0,509.0,128.0,0.5047635695899048,0.7573891625615764,iranian,12,0
2553,4G,162.624,False,47,Max e Luan,4G,0.796,0.888,7,-2.813,1.0,0.0346,0.0335,0.0,0.329,0.828,126.017,4.0,337.0,83.0,0.5099423246671148,4.067085953878407,forro,7,0
2554,The Blood-Dimmed Tide,200.92,True,0,Anaal Nathrakh,Vanitas,0.292,0.67,6,-2.811,1.0,0.133,3.66e-05,0.315,0.326,0.0972,129.871,4.0,428.0,107.0,0.4968366263396886,1.1709531013615733,black-metal,1,1
2555,Urjotun,261.213,False,23,Enslaved,Utgard,0.316,0.908,1,-8.746,1.0,0.0489,8.26e-05,0.241,0.12,0.564,177.052,4.0,763.0,192.0,0.47314972591914495,2.36741214057508,black-metal,1,0
2556,100% of Disin' You,223.92,False,8,Armando,100 % of Disin U - Remixes,0.969,0.664,4,-8.638,0.0,0.327,0.0114,0.351,0.0778,0.736,127.097,4.0,473.0,119.0,0.524006086234363,0.916010498687664,chicago-house,5,0
2557,I Should've Known Better,267.573,False,28,Nickel Creek,This Side,0.822,0.294,2,-11.395,0.0,0.0641,0.231,0.000519,0.0515,0.685,120.094,4.0,532.0,132.0,0.47007855758346123,3.70048309178744,bluegrass,2,0
2558,On My Way Back To The Old Home,152.8,False,33,The Bluegrass Album Band,The Bluegrass Album,0.417,0.592,10,-13.715,1.0,0.0361,0.381,0.00153,0.276,0.965,153.16,4.0,371.0,92.0,0.47087585859966913,0.7573891625615764,bluegrass,2,0
2559,Masturbation,312.657,True,0,Out of Nowhere,Man Made Disaster,0.498,0.862,1,-2.344,1.0,0.0528,0.000173,0.0,0.0778,0.398,125.005,4.0,643.0,161.0,0.4914226900976661,2.36741214057508,iranian,12,1
2560,Luv (sic),286.32,False,62,Nujabes,Luv(sic) Hexalogy,0.906,0.677,1,-5.558,1.0,0.215,0.437,0.0272,0.652,0.869,93.016,4.0,440.0,109.0,0.5179515757009955,2.36741214057508,study,18,0
2562,They,245.72,False,22,Entombed,"To Ride, Shoot Straight and Speak the Truth",0.179,0.994,8,-5.352,1.0,0.191,0.000316,0.916,0.0885,0.0398,138.382,4.0,560.0,143.0,0.535623724978021,2.7259036144578315,black-metal,1,0
2563,Fronteira (D.U.C.A.),331.64,False,45,O Rappa,Nunca Tem Fim (Standard),0.555,0.921,10,-5.541,0.0,0.104,0.253,3.31e-06,0.101,0.814,177.986,4.0,980.0,247.0,0.5057111523139399,0.7573891625615764,brazil,3,0
2564,2 creams,419.973,False,8,Rei Harakami,red curb,0.699,0.525,3,-14.188,0.0,0.0576,0.0178,0.857,0.141,0.359,128.948,4.0,891.0,223.0,0.114,1.7389162561576357,idm,9,0
2565,Let Yourself Go - A Director's Cut Master,518.638,False,10,Frankie Knuckles;Director's Cut;Eric Kupper;Sybil,The Director's Cut Collection,0.655,0.638,9,-7.4,1.0,0.0366,0.00109,0.00388,0.496,0.464,123.988,4.0,1064.0,266.0,0.367,1.343558282208589,chicago-house,5,0
2566,Ele É Exaltado - Acústico Ao Vivo,203.36,False,49,Adhemar De Campos;Orquestra Filarmônica de São Caetano do Sul,Comunhão e Adoração 6 (Acústico Ao Vivo),0.184,0.401,0,-10.391,1.0,0.0296,0.753,1.2e-06,0.608,0.265,168.074,3.0,564.0,187.0,0.4468875948313443,3.349056603773585,brazil,3,0
2567,Nexion 218,92.264,True,54,Dissection,Reinkaos,0.583,0.726,9,-8.623,0.0,0.036,0.00044,0.834,0.369,0.221,132.065,4.0,196.0,49.0,0.497141519405848,1.343558282208589,black-metal,1,1
2568,Howl,254.0,False,0,Parsa Shomali,Girih: Iranian Sound Artists,0.258,0.247,0,-17.379,1.0,0.0412,0.904,0.934,0.608,0.039,120.3,4.0,499.0,125.0,0.47109639005349446,3.349056603773585,iranian,12,0
2569,Mansana,494.0,False,13,Anenon,Tongue,0.16,0.168,2,-13.08,1.0,0.0363,0.977,0.934,0.175,0.0382,99.264,3.0,800.0,266.0,0.4756380863132602,3.70048309178744,idm,9,0
2570,Sloppy,125.874,False,6,Timothy Infinite,Wavelines,0.743,0.399,2,-9.352,0.0,0.275,0.17,0.901,0.336,0.31,80.075,4.0,164.0,40.0,0.679,3.70048309178744,study,18,0
2571,Krew Strzygi,258.725,True,15,Truchło Strzygi,Gwiezdny Demon,0.264,0.969,1,-5.12,1.0,0.166,8.81e-06,0.114,0.476,0.116,155.373,4.0,671.0,169.0,0.49478286254816917,2.36741214057508,black-metal,1,1
2572,Sudores fríos,275.878,True,62,Natos y Waor;Recycled J,"Hijos de la ruina, vol. 3",0.887,0.65,8,-6.805,0.0,0.259,0.0167,0.00962,0.0989,0.389,115.988,4.0,519.0,130.0,0.088,2.7259036144578315,spanish,17,1
2574,"Hey Man, Nice Shot - Remastered Version",314.44,False,66,Filter,Short Bus,0.48,0.588,2,-10.773,1.0,0.0339,0.00213,0.712,0.319,0.305,177.018,4.0,916.0,229.0,0.47152160703210005,3.70048309178744,industrial,11,0
2575,Días,251.253,False,0,Coti,Triste Hora,0.575,0.864,4,-5.321,0.0,0.0311,0.00871,0.000427,0.129,0.566,127.01,4.0,531.0,132.0,0.47992788010881726,0.916010498687664,spanish,17,0
2576,Ewig und für immer (Reprise),120.066,False,19,Pia Allgaier;Pat Lawson,Die bunte Seite des Monds (Musik zum Netflix Film),0.292,0.181,3,-13.796,1.0,0.0461,0.925,5.6e-06,0.217,0.116,138.526,5.0,262.0,65.0,0.4685470313037495,1.7389162561576357,disney,6,0
2577,Hand Gestures - MAACHINEN Remix,274.821,False,10,Noisia;Joe Seven;MAACHINEN,The Resonance IV,0.761,0.605,8,-4.026,1.0,0.255,0.0229,0.834,0.101,0.207,171.922,4.0,779.0,198.0,0.5491130920521038,2.7259036144578315,breakbeat,4,0
2578,爱上你,241.04,False,48,S.H.E,SHERO,0.618,0.777,8,-5.954,1.0,0.0347,0.253,0.0,0.0665,0.708,150.048,4.0,594.0,148.0,0.5049788264836841,2.7259036144578315,mandopop,15,0
2579,Born Of Desire,241.16,False,24,Mushroomhead,XX,0.391,0.897,4,-5.44,0.0,0.187,0.000786,0.824,0.277,0.317,83.587,4.0,333.0,83.0,0.511146175772272,0.916010498687664,industrial,11,0
2580,Deixa Ela,238.08,False,47,Cynthia Luz;Pedro Lotto;Froid,Do Caos ao Nirvana,0.483,0.777,6,-4.28,1.0,0.32,0.314,0.0,0.0914,0.512,124.19,4.0,435.0,111.0,0.722,1.1709531013615733,brazil,3,0
2581,Temporality,127.058,False,37,Savage Bops,Temporality,0.563,0.46,0,-12.645,1.0,0.138,0.915,0.869,0.104,0.262,84.966,4.0,176.0,43.0,0.5064527805121108,3.349056603773585,study,18,0
2582,At Tragic Heights,400.293,False,21,Moonspell,Night Eternal (Extended Version),0.329,0.882,4,-7.455,0.0,0.0724,6.06e-06,0.928,0.676,0.073,134.722,4.0,890.0,223.0,0.48933771060581804,0.916010498687664,black-metal,1,0
2583,The Human Drive (in hi-fi),200.52,False,32,CKY,"Camp Kill Yourself, Vol.1",0.337,0.898,7,-8.282,1.0,0.0369,0.000141,0.578,0.0895,0.614,136.864,4.0,457.0,113.0,0.499064902411807,4.067085953878407,industrial,11,0
2584,Joannie Works with One Hammer,107.189,False,29,The Wiggles,Wiggle House!,0.652,0.491,2,-5.571,1.0,0.272,0.516,0.0,0.192,0.961,129.302,5.0,220.0,55.0,0.5241983406943787,3.70048309178744,disney,6,0
2585,(......海妖沙龍)(feat. 蜷川紅 of 和樂器樂團),204.861,False,35,吳青峰;蜷川紅,馬拉美的星期二,0.698,0.707,0,-5.745,1.0,0.0499,0.115,9.33e-06,0.252,0.479,101.93,4.0,344.0,85.0,0.48051486219894934,3.349056603773585,mandopop,15,0
2587,Kesariya - Dance Mix,197.4,False,56,Pritam;Shashwat Singh;Antara Mitra;Arijit Singh,Brahmastra (Original Motion Picture Soundtrack),0.7,0.699,10,-4.193,0.0,0.0531,0.45,0.0,0.103,0.567,100.037,4.0,323.0,82.0,0.5087779651364613,0.7573891625615764,indian,10,0
2588,Mapalé,261.24,False,23,La Cumbia Chicharra;Emilie Rambaud,Hijo de Tigre,0.595,0.633,1,-9.633,1.0,0.165,0.0172,0.209,0.0911,0.888,146.919,4.0,569.0,145.0,0.48843139444252937,2.36741214057508,afrobeat,0,0
2589,"Maine tujhe Dekha, Jitni Tu Milti Jaaye (Jhoom)",149.6,False,41,Rishabh;Poorva Thakur;Enchant Music,"Maine tujhe Dekha, Jitni Tu Milti Jaaye (Jhoom)",0.656,0.47,7,-9.747,1.0,0.0439,0.849,0.0,0.456,0.538,144.0,4.0,351.0,87.0,0.5110460244598029,4.067085953878407,indian,10,0
2590,A Prayer for George,179.75,False,27,Matt Large,A Wasteland Fairytale,0.566,0.622,11,-6.906,0.0,0.064,0.0175,0.917,0.0999,0.244,175.882,4.0,512.0,127.0,0.5194820931575773,0.7481162540365985,study,18,0
2591,Promised Land - Groove Armada Extended Remix,430.755,False,6,Joe Smooth;Groove Armada,Promised Land (Groove Armada Remix),0.779,0.694,11,-6.098,0.0,0.049,0.000167,0.135,0.0675,0.24,125.996,4.0,902.0,226.0,0.437,0.7481162540365985,chicago-house,5,0
2592,Zeige dich - Instrumental,258.788,False,20,Kristen Anderson-Lopez;Robert Lopez,Die Eiskönigin 2 (Deutscher Original Film-Soundtrack/Deluxe Edition),0.382,0.321,6,-11.959,1.0,0.0325,0.619,0.732,0.0464,0.124,124.186,4.0,527.0,133.0,0.23,1.1709531013615733,disney,6,0
2593,When I Was a Yout - King Hydra Remix,252.07,False,0,Ed Solo;Skool Of Thought;King Hydra,Random Acts of Kindness,0.797,0.975,11,-6.999,0.0,0.0441,0.00426,0.265,0.302,0.785,132.027,4.0,550.0,137.0,0.5049632873471672,0.7481162540365985,breakbeat,4,0
2594,Something like a Star,298.333,False,15,SubtractiveLAD,Where the Land Meets the Sky,0.146,0.127,0,-18.645,1.0,0.0378,0.97,0.912,0.0931,0.0339,72.578,3.0,359.0,118.0,0.45703382290973416,3.349056603773585,idm,9,0
2595,Packard - Blomqvist & Schories Sunrise Mix,361.281,False,45,Oliver Schories;Jan Blomqvist,Packard,0.507,0.615,1,-10.687,0.0,0.148,0.0202,0.521,0.115,0.142,122.89,4.0,722.0,183.0,0.4883223098711298,2.36741214057508,techno,19,0
2596,Inelegant,88.848,False,0,ArtSaves,Empty Sounds,0.352,0.253,5,-19.563,1.0,0.0355,0.939,0.93,0.126,0.0819,140.762,5.0,204.0,49.0,0.48251496626686274,1.2793053545586106,iranian,12,0
2597,Mutter,268.6,False,65,Rammstein,Mutter,0.491,0.616,4,-6.53,0.0,0.0349,0.0152,0.00045,0.125,0.0824,116.145,4.0,513.0,129.0,0.469334096071519,0.916010498687664,industrial,11,0
2598,Don't Stand In Line,227.126,False,19,Pailhead,Trait (Deluxe Edition),0.62,0.936,4,-4.862,1.0,0.0851,0.0596,0.061,0.12,0.767,71.973,4.0,271.0,67.0,0.48859830536613275,0.916010498687664,industrial,11,0
2600,Mom & Dad,204.117,False,0,Kenyaman,Mom & Dad,0.594,0.345,1,-10.097,0.0,0.172,0.243,0.0,0.103,0.215,79.136,4.0,266.0,67.0,0.4709598092868604,2.36741214057508,j-dance,13,0
2601,Tides,143.36,False,8,Nathan Kawanishi;Kowrites,Tides,0.58,0.2,2,-10.884,0.0,0.217,0.933,0.856,0.0944,0.335,74.873,4.0,176.0,44.0,0.5152275305449066,3.70048309178744,study,18,0
2603,Feat Challenge,468.76,False,31,Deluxe,Moustache Gracias,0.732,0.771,1,-6.278,0.0,0.248,0.356,0.0,0.2,0.86,92.121,4.0,712.0,178.0,0.5371864106548564,2.36741214057508,spanish,17,0
2604,Gather Round - Prelude,105.0,False,27,Kruger Brothers;Kontras Quartet,Roan Mountain Suite,0.499,0.124,2,-19.474,1.0,0.0793,0.836,0.861,0.0925,0.263,87.205,1.0,141.0,35.0,0.46486673938334944,3.70048309178744,bluegrass,2,0
2605,"Der liebe Gott weiß, daß ich kein Engel bin",201.549,False,23,Höhner,Da Simmer Dabei... Die Grössten Partyhits! (Gold Edition),0.512,0.957,2,-3.479,1.0,0.0516,0.0674,0.0,0.328,0.784,177.961,4.0,595.0,149.0,0.5018827297746777,3.70048309178744,happy,8,0
2606,Help Myself - Reconstructed by Carl Craig,465.889,False,9,Chez Damier;Carl Craig,I Never Knew Love,0.82,0.856,9,-11.262,0.0,0.0378,0.00298,0.113,0.0813,0.515,126.465,4.0,979.0,245.0,0.113,1.343558282208589,chicago-house,5,0
2607,Hokey Fucking Pokey,222.716,True,29,Psychostick,We Couldn't Think of a Title,0.315,0.968,8,-4.161,1.0,0.155,0.00131,4.43e-06,0.426,0.349,178.767,4.0,663.0,167.0,0.5142107322795268,2.7259036144578315,industrial,11,1
2609,あややこやや,250.706,False,38,QUEEN BEE,火炎(Full Edition),0.607,0.667,2,-6.866,0.0,0.0429,0.00739,0.000335,0.183,0.374,91.978,4.0,378.0,95.0,0.47678411340532234,3.70048309178744,j-dance,13,0
2610,Handprints,74.571,False,37,Lazy Leopard,Handprints,0.771,0.383,9,-11.246,0.0,0.0689,0.364,0.838,0.167,0.373,69.993,4.0,85.0,20.0,0.99,1.343558282208589,study,18,0
2611,金星(A -全国ツアー2017 - Live),238.293,False,22,QUEEN BEE,A -全国ツアー2017-,0.578,0.872,1,-5.737,1.0,0.0383,0.00119,5.72e-06,0.632,0.37,128.579,4.0,511.0,127.0,0.47413588300197124,2.36741214057508,j-dance,13,0
2612,Masturbation Session,293.386,False,21,Los Amigos Invisibles,Arepa 3000,0.843,0.822,5,-6.455,0.0,0.0865,0.0221,0.0158,0.182,0.86,117.971,4.0,573.0,143.0,0.4938304647261552,1.2793053545586106,afrobeat,0,0
2613,Carta de Amor - Ao Vivo,371.25,False,44,Kemuel;Rebeca Carvalho,Carta de Amor (Ao Vivo),0.322,0.632,6,-6.371,1.0,0.0364,0.0742,0.0,0.104,0.183,127.726,4.0,780.0,195.0,0.4736992670202671,1.1709531013615733,brazil,3,0
2614,En la Casa de Inés,241.106,False,4,Guaraná,Éxitos del Pop en Español de los Años 2000,0.803,0.459,9,-6.243,0.0,0.0282,0.408,0.0,0.109,0.784,108.0,4.0,424.0,105.0,0.49446448034004475,1.343558282208589,spanish,17,0
2615,Shut Your Mouth,192.986,True,50,Pain,Nothing Remains The Same,0.562,0.912,2,-4.461,1.0,0.0383,0.0032,0.0,0.115,0.55,120.021,4.0,384.0,95.0,0.49081796201216826,3.70048309178744,industrial,11,1
2616,Hold Me To The Light - Tale Of Us Remix,398.095,False,50,KAS:ST;Be No Rain;Tale Of Us,Hold Me To The Light,0.643,0.822,7,-9.29,1.0,0.0497,0.00363,0.749,0.13,0.0854,125.969,4.0,816.0,205.0,0.5167840098462104,4.067085953878407,techno,19,0
2617,Tha Real Disco,362.945,False,6,Mike Dunn,Defected Presents House Masters: Mike Dunn,0.753,0.816,1,-6.378,1.0,0.0306,1.84e-06,0.746,0.114,0.91,128.765,4.0,777.0,194.0,0.4944492095552939,2.36741214057508,chicago-house,5,0
2618,Ray,226.506,False,44,PassCode,Ex libris PassCode,0.451,0.981,8,-1.659,1.0,0.111,0.000545,0.0045,0.318,0.329,97.98,4.0,359.0,88.0,0.111,2.7259036144578315,j-idol,14,0
2619,Mañana Que Ya No Estés,201.77,False,41,Huichol Musical,Mañana Que Ya No Estés,0.736,0.495,9,-5.128,1.0,0.0425,0.156,0.0,0.125,0.846,168.023,3.0,559.0,185.0,0.4724850364760222,1.343558282208589,spanish,17,0
2620,Foi Deus Quem Fez Você,232.973,False,49,Amelinha,Porta Secreta,0.421,0.653,9,-6.98,1.0,0.0487,0.318,0.0,0.377,0.409,133.596,4.0,507.0,126.0,0.4887891626359174,1.343558282208589,forro,7,0
2621,昨夜的渡輪上,220.84,False,19,李炳文,關不掉的聲音,0.554,0.345,6,-10.199,0.0,0.0268,0.749,0.0,0.11,0.168,107.625,4.0,388.0,97.0,0.4825299194412761,1.1709531013615733,mandopop,15,0
2622,Curious Shadows,168.02,False,32,Obie Hans,Curious Shadows,0.768,0.27,7,-17.331,1.0,0.0743,0.725,0.931,0.11,0.285,160.062,4.0,445.0,111.0,0.868,4.067085953878407,study,18,0
2623,Ahí Estás Tú,330.12,False,2,Chambao,Éxitos del Pop en Español de los Años 2000,0.57,0.874,4,-3.766,0.0,0.0529,0.0782,0.0645,0.0745,0.39,175.811,4.0,957.0,240.0,0.13,0.916010498687664,spanish,17,0
2625,Antes Que No,226.27,False,0,David Bisbal,Carrete con besties,0.635,0.924,5,-4.856,1.0,0.0546,0.153,2.63e-05,0.0827,0.666,94.008,4.0,347.0,86.0,0.4953092093127931,1.2793053545586106,spanish,17,0
2626,What Iz Life - Original Mix,170.72,False,10,The Prophet,The Hardcore Archive Part 3 (1997),0.603,0.981,7,-3.677,1.0,0.0571,0.00125,0.297,0.0831,0.191,92.007,4.0,257.0,64.0,0.5152742676171653,4.067085953878407,happy,8,0
2627,HandMadeGod,333.666,False,22,Moonspell,Sin / Pecado,0.479,0.911,9,-6.739,1.0,0.0805,0.00103,0.451,0.219,0.488,119.985,4.0,661.0,166.0,0.5047096092242014,1.343558282208589,black-metal,1,0
2628,Chileshe,378.893,False,18,Hugh Masekela,Pure Sounds of Africa,0.656,0.85,5,-3.685,1.0,0.0317,0.415,0.000192,0.207,0.443,88.955,4.0,556.0,139.0,0.257,1.2793053545586106,afrobeat,0,0
2629,Wonderful Merciful Savior,232.28,False,37,"Phillips, Craig & Dean",Let the Worshippers Arise,0.348,0.386,2,-8.52,1.0,0.0284,0.399,1.11e-06,0.0706,0.334,131.437,3.0,494.0,165.0,0.45202201438895573,3.70048309178744,iranian,12,0
2630,Get In Front - Original Mix,240.0,False,12,DJ Fixx;Ondamike,Get In Front,0.836,0.828,3,-2.91,0.0,0.0463,0.00226,0.00623,0.0976,0.503,130.005,4.0,512.0,127.0,0.49958439144181344,1.7389162561576357,breakbeat,4,0
2631,Mira Mis Ojos,176.129,False,37,Depresión Sonora,Depresión Sonora,0.695,0.778,7,-4.651,0.0,0.0374,0.461,0.894,0.124,0.96,123.971,4.0,362.0,90.0,0.5357641604103055,4.067085953878407,spanish,17,0
2632,再生,283.88,False,0,Perfume,TOKYO - HALLOWEEN -,0.525,0.916,6,-2.407,1.0,0.0321,0.0191,0.000696,0.0862,0.754,150.01,4.0,684.0,172.0,0.49509592169894795,1.1709531013615733,j-idol,14,0
2633,I Will Wait for You (Psalm 130) [Live],378.076,False,52,Shane & Shane,Hymns Live,0.412,0.371,0,-8.831,1.0,0.0336,0.435,0.0,0.117,0.206,129.409,3.0,814.0,272.0,0.4362120567836354,3.349056603773585,afrobeat,0,0
2634,四月のラブレター,184.32,False,31,Seiko Matsuda,Candy,0.742,0.757,10,-5.33,0.0,0.0333,0.232,0.0,0.16,0.614,120.12,4.0,356.0,88.0,0.5013649084201492,0.7573891625615764,j-idol,14,0
2635,La vida moderna (feat. Love of Lesbian),193.746,False,60,Veintiuno;Love of Lesbian,La vida moderna (feat. Love of Lesbian),0.575,0.893,9,-4.136,1.0,0.0761,0.134,0.0,0.136,0.804,173.881,4.0,548.0,137.0,0.5149049684568744,1.343558282208589,spanish,17,0
2636,爛泥,149.506,False,7,No Party For Cao Dong,醜奴兒,0.708,0.734,11,-8.619,0.0,0.0951,0.0401,0.000327,0.124,0.425,114.952,4.0,268.0,65.0,0.4943743326500983,0.7481162540365985,mandopop,15,0
2637,Pyar Manga Tha Gham De Gaye Hain,234.092,False,50,Nusrat Fateh Ali Khan;Afternight Vibes,"Revamped, Vol. 2 (Remix)",0.633,0.812,5,-3.992,0.0,0.0965,0.0112,0.0,0.431,0.485,95.077,4.0,367.0,91.0,0.4896742541435699,1.2793053545586106,indian,10,0
2638,シンクロニシティ,254.88,False,30,Nogizaka46,シンクロニシティ,0.571,0.923,0,-3.639,1.0,0.04,0.603,0.0,0.0585,0.466,135.94,4.0,569.0,142.0,0.5186191820221904,3.349056603773585,j-idol,14,0
2640,Chasing Heaven,318.75,False,42,Bassnectar;Levit∆te,Into the Sun,0.451,0.643,6,-6.237,1.0,0.051,0.0124,0.951,0.122,0.15,128.052,4.0,675.0,169.0,0.4980887113816656,1.1709531013615733,breakbeat,4,0
2641,Amores Dormidos,229.52,False,3,Edurne,Éxitos del Pop en Español de los Años 2000,0.667,0.805,5,-4.833,1.0,0.0298,0.0806,0.0,0.0867,0.711,138.012,4.0,514.0,129.0,0.4895009329706145,1.2793053545586106,spanish,17,0
2642,Barravenida,297.36,False,22,BaianaSystem,BaianaSystem,0.646,0.651,7,-10.789,0.0,0.0328,0.0025,0.739,0.17,0.672,133.985,4.0,658.0,165.0,0.4928781486184122,4.067085953878407,afrobeat,0,0
2643,Fuckin Clown - Stephen Advance 2012 Remix,375.014,False,12,David Temessi;Stephen Advance,Fuckin Clown Stephen Advance 2012 Remix,0.781,0.838,0,-6.166,1.0,0.0764,0.00692,0.81,0.0851,0.185,128.03,4.0,797.0,200.0,0.5151480981746104,3.349056603773585,techno,19,0
2645,Otwórz oczy,196.213,False,24,Germaine Franco,Nasze Magiczne Encanto (Muzyka z filmu),0.249,0.101,0,-16.434,0.0,0.0321,0.862,0.968,0.139,0.0636,82.704,3.0,266.0,87.0,0.4529815244308992,3.349056603773585,disney,6,0
2646,Waking up Next to You,220.675,False,23,Matt Large,Waking up Next to You,0.717,0.34,11,-8.782,0.0,0.0397,0.299,0.782,0.124,0.516,75.009,4.0,273.0,67.0,0.4920587140405316,0.7481162540365985,study,18,0
2647,Du bist zu blöd um aussem Busch zu winken - Version 2008,252.973,False,24,Mickie Krause,10 Jahre Gute Unterhaltung!,0.716,0.98,1,-2.767,1.0,0.112,0.146,0.027,0.791,0.748,130.047,4.0,545.0,136.0,0.5026667977691553,2.36741214057508,happy,8,0
2648,All the Pretty Things,210.986,False,8,The Boo Devils,The Noble Art of Rock n' Roll,0.459,0.916,5,-5.373,0.0,0.0455,0.186,0.00681,0.134,0.825,165.068,4.0,569.0,142.0,0.4947534235373816,1.2793053545586106,spanish,17,0
